name,display_name,pubmed_occurrence
corneal opacity,Corneal Opacity,1129
soft tissue infections,Soft Tissue Infections,1128
electric injuries,Electric Injuries,1127
"affective disorders, psychotic","Affective Disorders, Psychotic",1127
"adenocarcinoma, clear cell","Adenocarcinoma, Clear Cell",1126
"hypertension, malignant","Hypertension, Malignant",1126
spinocerebellar degenerations,Spinocerebellar Degenerations,1125
cat-scratch disease,Cat-Scratch Disease,1124
osteitis,Osteitis,1124
"renal insufficiency, chronic","Renal Insufficiency, Chronic",1123
lewy body disease,Lewy Body Disease,1121
rosacea,Rosacea,1120
nephrosis,Nephrosis,1118
fascioliasis,Fascioliasis,1116
pneumoperitoneum,Pneumoperitoneum,1115
lymphocytosis,Lymphocytosis,1114
bacteroides infections,Bacteroides Infections,1113
bursitis,Bursitis,1113
"lymphoma, mantle-cell","Lymphoma, Mantle-Cell",1112
protozoan infections,Protozoan Infections,1107
neuronal ceroid-lipofuscinoses,Neuronal Ceroid-Lipofuscinoses,1107
maxillofacial injuries,Maxillofacial Injuries,1106
"neoplasm, residual","Neoplasm, Residual",1104
"hearing loss, sudden","Hearing Loss, Sudden",1102
"dwarfism, pituitary","Dwarfism, Pituitary",1101
bronchopulmonary sequestration,Bronchopulmonary Sequestration,1100
chorioretinitis,Chorioretinitis,1099
blast injuries,Blast Injuries,1095
"tuberculosis, female genital","Tuberculosis, Female Genital",1094
"glaucoma, angle-closure","Glaucoma, Angle-Closure",1094
"lameness, animal","Lameness, Animal",1094
reye syndrome,Reye Syndrome,1092
retinal artery occlusion,Retinal Artery Occlusion,1092
paraphilias,Paraphilias,1092
muscle neoplasms,Muscle Neoplasms,1089
"breast neoplasms, male","Breast Neoplasms, Male",1087
kwashiorkor,Kwashiorkor,1087
foot-and-mouth disease,Foot-and-Mouth Disease,1086
intestinal pseudo-obstruction,Intestinal Pseudo-Obstruction,1086
mycetoma,Mycetoma,1084
"leprosy, lepromatous","Leprosy, Lepromatous",1083
hemianopsia,Hemianopsia,1083
churg-strauss syndrome,Churg-Strauss Syndrome,1081
rectal fistula,Rectal Fistula,1079
galactosemias,Galactosemias,1079
"otitis media, suppurative","Otitis Media, Suppurative",1075
adrenoleukodystrophy,Adrenoleukodystrophy,1075
puerperal infection,Puerperal Infection,1074
facial asymmetry,Facial Asymmetry,1074
lymphopenia,Lymphopenia,1073
chagas cardiomyopathy,Chagas Cardiomyopathy,1071
chondrocalcinosis,Chondrocalcinosis,1071
"gastritis, atrophic","Gastritis, Atrophic",1071
"hearing loss, conductive","Hearing Loss, Conductive",1069
anti-glomerular basement membrane disease,Anti-Glomerular Basement Membrane Disease,1068
meningocele,Meningocele,1065
blastomycosis,Blastomycosis,1063
acute lung injury,Acute Lung Injury,1062
periodontal pocket,Periodontal Pocket,1061
clubfoot,Clubfoot,1060
disorders of excessive somnolence,Disorders of Excessive Somnolence,1059
"lupus erythematosus, cutaneous","Lupus Erythematosus, Cutaneous",1059
mucopolysaccharidoses,Mucopolysaccharidoses,1058
"red-cell aplasia, pure","Red-Cell Aplasia, Pure",1057
diabetic coma,Diabetic Coma,1057
"meningitis, aseptic","Meningitis, Aseptic",1056
tooth erosion,Tooth Erosion,1056
gas gangrene,Gas Gangrene,1054
acinetobacter infections,Acinetobacter Infections,1053
shoulder pain,Shoulder Pain,1053
"granuloma, foreign-body","Granuloma, Foreign-Body",1053
hyaline membrane disease,Hyaline Membrane Disease,1051
leg dermatoses,Leg Dermatoses,1051
"focal infection, dental","Focal Infection, Dental",1050
"malocclusion, angle class iii","Malocclusion, Angle Class III",1050
agnosia,Agnosia,1050
vascular fistula,Vascular Fistula,1050
glomus tumor,Glomus Tumor,1048
"dermatitis, seborrheic","Dermatitis, Seborrheic",1048
paratuberculosis,Paratuberculosis,1047
"pancreatitis, chronic","Pancreatitis, Chronic",1042
subcutaneous emphysema,Subcutaneous Emphysema,1042
"fractures, closed","Fractures, Closed",1042
"paraparesis, tropical spastic","Paraparesis, Tropical Spastic",1039
"fractures, ununited","Fractures, Ununited",1039
"carcinoma, merkel cell","Carcinoma, Merkel Cell",1037
"aspergillosis, allergic bronchopulmonary","Aspergillosis, Allergic Bronchopulmonary",1036
"meningitis, viral","Meningitis, Viral",1036
angiomyolipoma,Angiomyolipoma,1036
transsexualism,Transsexualism,1036
unconsciousness,Unconsciousness,1034
catatonia,Catatonia,1033
"psychoses, alcoholic","Psychoses, Alcoholic",1033
leydig cell tumor,Leydig Cell Tumor,1032
"nephritis, hereditary","Nephritis, Hereditary",1027
tonsillar neoplasms,Tonsillar Neoplasms,1025
mediastinal cyst,Mediastinal Cyst,1022
iris diseases,Iris Diseases,1022
"granuloma, giant cell","Granuloma, Giant Cell",1021
cecal neoplasms,Cecal Neoplasms,1018
"carcinoma, neuroendocrine","Carcinoma, Neuroendocrine",1014
"eye injuries, penetrating","Eye Injuries, Penetrating",1014
"spherocytosis, hereditary","Spherocytosis, Hereditary",1013
hypernatremia,Hypernatremia,1013
"pregnancy complications, parasitic","Pregnancy Complications, Parasitic",1012
folliculitis,Folliculitis,1011
anencephaly,Anencephaly,1010
root resorption,Root Resorption,1008
arachnidism,Arachnidism,1008
"hernia, umbilical","Hernia, Umbilical",1006
gingival neoplasms,Gingival Neoplasms,1005
blast crisis,Blast Crisis,1004
retinal neovascularization,Retinal Neovascularization,1003
"adenovirus infections, human","Adenovirus Infections, Human",1001
smallpox,Smallpox,1001
hypopharyngeal neoplasms,Hypopharyngeal Neoplasms,1000
"cystadenocarcinoma, serous","Cystadenocarcinoma, Serous",999
sickle cell trait,Sickle Cell Trait,999
hysteria,Hysteria,998
hydrops fetalis,Hydrops Fetalis,997
myiasis,Myiasis,996
situs inversus,Situs Inversus,995
tenosynovitis,Tenosynovitis,994
niemann-pick diseases,Niemann-Pick Diseases,994
"anemia, hemolytic, congenital","Anemia, Hemolytic, Congenital",994
myositis ossificans,Myositis Ossificans,993
"tuberculosis, pleural","Tuberculosis, Pleural",989
"osteoarthropathy, secondary hypertrophic","Osteoarthropathy, Secondary Hypertrophic",989
"carcinoma, endometrioid","Carcinoma, Endometrioid",988
alcohol-related disorders,Alcohol-Related Disorders,988
mitochondrial myopathies,Mitochondrial Myopathies,987
"cystitis, interstitial","Cystitis, Interstitial",987
megacolon,Megacolon,986
tularemia,Tularemia,983
coccidiosis,Coccidiosis,982
pulpitis,Pulpitis,982
tooth abrasion,Tooth Abrasion,982
pasteurella infections,Pasteurella Infections,981
discitis,Discitis,981
hypereosinophilic syndrome,Hypereosinophilic Syndrome,981
common variable immunodeficiency,Common Variable Immunodeficiency,980
extravasation of diagnostic and therapeutic materials,Extravasation of Diagnostic and Therapeutic Materials,980
urethral stricture,Urethral Stricture,976
impulse control disorders,Impulse Control Disorders,976
"elephantiasis, filarial","Elephantiasis, Filarial",973
tuberculoma,Tuberculoma,972
pyoderma gangrenosum,Pyoderma Gangrenosum,972
gastric fistula,Gastric Fistula,971
chorioamnionitis,Chorioamnionitis,971
conversion disorder,Conversion Disorder,971
hyperhidrosis,Hyperhidrosis,969
gliosis,Gliosis,968
pneumatosis cystoides intestinalis,Pneumatosis Cystoides Intestinalis,966
"toxoplasmosis, congenital","Toxoplasmosis, Congenital",964
androgen-insensitivity syndrome,Androgen-Insensitivity Syndrome,962
vitamin b 6 deficiency,Vitamin B 6 Deficiency,961
paracoccidioidomycosis,Paracoccidioidomycosis,959
hemothorax,Hemothorax,959
dysgammaglobulinemia,Dysgammaglobulinemia,959
"plaque, amyloid","Plaque, Amyloid",959
"endocarditis, subacute bacterial","Endocarditis, Subacute Bacterial",958
neuroma,Neuroma,958
heart rupture,Heart Rupture,958
"hypophosphatemia, familial","Hypophosphatemia, Familial",957
parotid diseases,Parotid Diseases,956
darier disease,Darier Disease,956
endometritis,Endometritis,955
achondroplasia,Achondroplasia,954
tissue adhesions,Tissue Adhesions,954
fibrosis,Fibrosis,953
uterine cervicitis,Uterine Cervicitis,952
arachnoid cysts,Arachnoid Cysts,950
lacrimal duct obstruction,Lacrimal Duct Obstruction,949
pulmonary alveolar proteinosis,Pulmonary Alveolar Proteinosis,944
bronchopneumonia,Bronchopneumonia,943
cerebrospinal fluid rhinorrhea,Cerebrospinal Fluid Rhinorrhea,943
thoracic outlet syndrome,Thoracic Outlet Syndrome,942
granulosa cell tumor,Granulosa Cell Tumor,941
alpha-thalassemia,alpha-Thalassemia,940
spinocerebellar ataxias,Spinocerebellar Ataxias,939
schistosomiasis haematobia,Schistosomiasis haematobia,938
bartter syndrome,Bartter Syndrome,938
headache disorders,Headache Disorders,936
cardiovascular abnormalities,Cardiovascular Abnormalities,936
"malaria, cerebral","Malaria, Cerebral",935
lymphocytic choriomeningitis,Lymphocytic Choriomeningitis,934
postgastrectomy syndromes,Postgastrectomy Syndromes,934
abdominal abscess,Abdominal Abscess,933
"tuberculosis, urogenital","Tuberculosis, Urogenital",932
spina bifida occulta,Spina Bifida Occulta,932
intracranial thrombosis,Intracranial Thrombosis,931
aids-related complex,AIDS-Related Complex,929
"lichen planus, oral","Lichen Planus, Oral",929
"lung diseases, parasitic","Lung Diseases, Parasitic",928
"syncope, vasovagal","Syncope, Vasovagal",928
orchitis,Orchitis,928
mixed connective tissue disease,Mixed Connective Tissue Disease,925
cytomegalovirus retinitis,Cytomegalovirus Retinitis,924
amphetamine-related disorders,Amphetamine-Related Disorders,924
trichomonas infections,Trichomonas Infections,922
milk hypersensitivity,Milk Hypersensitivity,922
"echinococcosis, pulmonary","Echinococcosis, Pulmonary",921
biliary atresia,Biliary Atresia,920
polyomavirus infections,Polyomavirus Infections,918
acid-base imbalance,Acid-Base Imbalance,917
zoonoses,Zoonoses,914
maxillary sinusitis,Maxillary Sinusitis,914
hepatomegaly,Hepatomegaly,913
"jaundice, obstructive","Jaundice, Obstructive",913
hypothalamic diseases,Hypothalamic Diseases,911
leukemia p388,Leukemia P388,904
motor skills disorders,Motor Skills Disorders,903
pseudoxanthoma elasticum,Pseudoxanthoma Elasticum,902
"anemia, sideroblastic","Anemia, Sideroblastic",902
neck injuries,Neck Injuries,902
multiple system atrophy,Multiple System Atrophy,901
cadmium poisoning,Cadmium Poisoning,900
osteosclerosis,Osteosclerosis,899
heart septal defects,Heart Septal Defects,899
pseudopseudohypoparathyroidism,Pseudopseudohypoparathyroidism,897
melioidosis,Melioidosis,896
"meningitis, haemophilus","Meningitis, Haemophilus",895
respirovirus infections,Respirovirus Infections,895
trypanosomiasis,Trypanosomiasis,894
rickettsia infections,Rickettsia Infections,893
esotropia,Esotropia,893
"neuroectodermal tumors, primitive, peripheral","Neuroectodermal Tumors, Primitive, Peripheral",891
horner syndrome,Horner Syndrome,891
urinary bladder calculi,Urinary Bladder Calculi,891
"hand deformities, congenital","Hand Deformities, Congenital",890
vibrio infections,Vibrio Infections,888
paramyxoviridae infections,Paramyxoviridae Infections,888
digeorge syndrome,DiGeorge Syndrome,887
mesenchymoma,Mesenchymoma,885
epididymitis,Epididymitis,885
"encephalitis, tick-borne","Encephalitis, Tick-Borne",884
anovulation,Anovulation,884
toothache,Toothache,883
muscle hypotonia,Muscle Hypotonia,882
dupuytren contracture,Dupuytren Contracture,881
keratoacanthoma,Keratoacanthoma,881
afibrinogenemia,Afibrinogenemia,875
mushroom poisoning,Mushroom Poisoning,875
dentin sensitivity,Dentin Sensitivity,873
salpingitis,Salpingitis,867
plague,Plague,866
"abortion, threatened","Abortion, Threatened",866
"leukemia, myelomonocytic, acute","Leukemia, Myelomonocytic, Acute",864
peutz-jeghers syndrome,Peutz-Jeghers Syndrome,864
craniofacial dysostosis,Craniofacial Dysostosis,863
"peritonitis, tuberculous","Peritonitis, Tuberculous",862
"hydrocephalus, normal pressure","Hydrocephalus, Normal Pressure",861
child nutrition disorders,Child Nutrition Disorders,861
proctitis,Proctitis,860
"neuroectodermal tumors, primitive","Neuroectodermal Tumors, Primitive",859
"hepatitis, alcoholic","Hepatitis, Alcoholic",859
dystonic disorders,Dystonic Disorders,859
immunoblastic lymphadenopathy,Immunoblastic Lymphadenopathy,859
subclavian steal syndrome,Subclavian Steal Syndrome,858
periapical periodontitis,Periapical Periodontitis,857
"syphilis, congenital","Syphilis, Congenital",856
gingival hyperplasia,Gingival Hyperplasia,855
"toxoplasmosis, ocular","Toxoplasmosis, Ocular",854
catalepsy,Catalepsy,852
ovarian hyperstimulation syndrome,Ovarian Hyperstimulation Syndrome,852
"paget disease, extramammary","Paget Disease, Extramammary",851
cutaneous fistula,Cutaneous Fistula,850
"lymphoma, large-cell, anaplastic","Lymphoma, Large-Cell, Anaplastic",849
neurocysticercosis,Neurocysticercosis,847
"polychondritis, relapsing","Polychondritis, Relapsing",846
urinary bladder fistula,Urinary Bladder Fistula,843
aggressive periodontitis,Aggressive Periodontitis,842
williams syndrome,Williams Syndrome,842
"kidney tubular necrosis, acute","Kidney Tubular Necrosis, Acute",842
"hepatitis, viral, animal","Hepatitis, Viral, Animal",841
diverticulitis,Diverticulitis,840
urethral obstruction,Urethral Obstruction,837
metrorrhagia,Metrorrhagia,837
noonan syndrome,Noonan Syndrome,836
rib fractures,Rib Fractures,835
maxillary sinus neoplasms,Maxillary Sinus Neoplasms,833
fibromuscular dysplasia,Fibromuscular Dysplasia,832
"epilepsy, complex partial","Epilepsy, Complex Partial",831
conduct disorder,Conduct Disorder,830
theileriasis,Theileriasis,829
sezary syndrome,Sezary Syndrome,829
"adenoma, oxyphilic","Adenoma, Oxyphilic",826
placenta previa,Placenta Previa,826
takotsubo cardiomyopathy,Takotsubo Cardiomyopathy,825
congenital hypothyroidism,Congenital Hypothyroidism,824
"multiple sclerosis, chronic progressive","Multiple Sclerosis, Chronic Progressive",823
laryngostenosis,Laryngostenosis,822
"dental occlusion, traumatic","Dental Occlusion, Traumatic",821
tetany,Tetany,821
"adenoma, bile duct","Adenoma, Bile Duct",819
legg-perthes disease,Legg-Perthes Disease,819
"epiphyses, slipped","Epiphyses, Slipped",818
"skin diseases, vascular","Skin Diseases, Vascular",818
nerve sheath neoplasms,Nerve Sheath Neoplasms,816
exocrine pancreatic insufficiency,Exocrine Pancreatic Insufficiency,815
consciousness disorders,Consciousness Disorders,815
munchausen syndrome,Munchausen Syndrome,815
west nile fever,West Nile Fever,813
endomyocardial fibrosis,Endomyocardial Fibrosis,812
glycogen storage disease type i,Glycogen Storage Disease Type I,812
lip diseases,Lip Diseases,810
dysarthria,Dysarthria,810
multiple endocrine neoplasia type 1,Multiple Endocrine Neoplasia Type 1,809
central nervous system vascular malformations,Central Nervous System Vascular Malformations,809
mucopolysaccharidosis i,Mucopolysaccharidosis I,809
mastoiditis,Mastoiditis,808
pseudohypoparathyroidism,Pseudohypoparathyroidism,807
esophageal motility disorders,Esophageal Motility Disorders,807
respiratory paralysis,Respiratory Paralysis,807
marek disease,Marek Disease,806
attention deficit and disruptive behavior disorders,Attention Deficit and Disruptive Behavior Disorders,806
enterocolitis,Enterocolitis,803
homocystinuria,Homocystinuria,803
bruxism,Bruxism,802
"aphasia, broca","Aphasia, Broca",802
scotoma,Scotoma,802
hookworm infections,Hookworm Infections,800
werner syndrome,Werner Syndrome,800
factitious disorders,Factitious Disorders,799
coloboma,Coloboma,797
tension-type headache,Tension-Type Headache,796
sciatic neuropathy,Sciatic Neuropathy,795
frostbite,Frostbite,794
granular cell tumor,Granular Cell Tumor,793
chromosome disorders,Chromosome Disorders,793
bovine virus diarrhea-mucosal disease,Bovine Virus Diarrhea-Mucosal Disease,792
pneumocephalus,Pneumocephalus,792
muscle cramp,Muscle Cramp,791
alcohol withdrawal delirium,Alcohol Withdrawal Delirium,791
adrenocortical hyperfunction,Adrenocortical Hyperfunction,791
"burns, electric","Burns, Electric",791
"neoplastic syndromes, hereditary","Neoplastic Syndromes, Hereditary",790
"optic neuropathy, ischemic","Optic Neuropathy, Ischemic",790
proteus infections,Proteus Infections,789
"hepatitis, animal","Hepatitis, Animal",789
latex hypersensitivity,Latex Hypersensitivity,789
bowen's disease,Bowen's Disease,788
"meningitis, cryptococcal","Meningitis, Cryptococcal",787
esophageal atresia,Esophageal Atresia,786
"fractures, open","Fractures, Open",786
hepatitis d,Hepatitis D,785
hypospadias,Hypospadias,785
phyllodes tumor,Phyllodes Tumor,784
fissure in ano,Fissure in Ano,784
tooth avulsion,Tooth Avulsion,784
hyperplasia,Hyperplasia,784
"keratitis, herpetic","Keratitis, Herpetic",783
hellp syndrome,HELLP Syndrome,783
pterygium,Pterygium,781
female urogenital diseases,Female Urogenital Diseases,781
orbital fractures,Orbital Fractures,781
"leukemia, radiation-induced","Leukemia, Radiation-Induced",780
malignant carcinoid syndrome,Malignant Carcinoid Syndrome,780
wernicke encephalopathy,Wernicke Encephalopathy,780
galactorrhea,Galactorrhea,779
hemarthrosis,Hemarthrosis,778
precursor b-cell lymphoblastic leukemia-lymphoma,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,777
microphthalmos,Microphthalmos,777
nervous system neoplasms,Nervous System Neoplasms,775
duodenitis,Duodenitis,775
"hernia, diaphragmatic, traumatic","Hernia, Diaphragmatic, Traumatic",775
carotid artery injuries,Carotid Artery Injuries,772
oculomotor nerve diseases,Oculomotor Nerve Diseases,771
articulation disorders,Articulation Disorders,771
"tooth, supernumerary","Tooth, Supernumerary",770
"encephalomyelitis, acute disseminated","Encephalomyelitis, Acute Disseminated",769
adnexal diseases,Adnexal Diseases,769
penile induration,Penile Induration,767
otorhinolaryngologic neoplasms,Otorhinolaryngologic Neoplasms,766
sporotrichosis,Sporotrichosis,765
dirofilariasis,Dirofilariasis,762
sweet syndrome,Sweet Syndrome,762
staphylococcal skin infections,Staphylococcal Skin Infections,761
opisthorchiasis,Opisthorchiasis,758
adenofibroma,Adenofibroma,757
"vision, low","Vision, Low",757
ascorbic acid deficiency,Ascorbic Acid Deficiency,757
arrhythmogenic right ventricular dysplasia,Arrhythmogenic Right Ventricular Dysplasia,756
"skin diseases, parasitic","Skin Diseases, Parasitic",755
newcastle disease,Newcastle Disease,754
entamoebiasis,Entamoebiasis,752
"hearing loss, bilateral","Hearing Loss, Bilateral",752
psittacosis,Psittacosis,750
herpes zoster ophthalmicus,Herpes Zoster Ophthalmicus,750
